Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b2790,6.94691963,7.168885211,7.019711512,7.333740297,7.297664734,7.286235404,8.023845727,7.515832184,7.286649244,7.335832835,7.698934961,7.58376737,7.890556473,7.649748661,7.484394526,7.585203779,8.022892372,7.477752171,8.054198237,7.406148282,7.377363064,7.475379254,7.508263105
b2791,5.380597048,5.286075343,5.472360737,5.459083659,5.410763313,5.511586815,5.168338013,5.555683086,5.463129921,5.290338334,5.316170521,5.338819439,5.322997077,5.340890085,5.400535337,5.245743839,5.055747726,5.332635532,5.269140826,5.505401382,5.457258527,5.290466248,5.371509514
b2792,5.617442392,5.535997066,5.472466684,5.668677711,5.831073099,5.92010658,5.573631707,5.734451346,5.790993637,5.636367625,5.420048879,5.451568496,5.50476278,5.811389616,5.700039296,5.51251234,5.500513717,5.597026373,5.684766243,5.866852044,5.904037487,5.865037046,5.948004119
b2793,6.161214533,5.989555554,6.062490954,5.922929044,5.984138556,5.768929261,6.085446451,5.575343883,6.919717684,6.021553278,5.342412975,5.944108934,6.055403883,5.489820544,6.784697543,5.901409725,5.245729718,5.756225341,5.949440577,5.556745304,5.877514535,5.27375271,5.945968294
b2794,6.597405762,6.603635391,6.555435322,6.284392654,6.386574885,6.35085981,6.292457103,6.156649871,6.558328745,6.32616689,6.182742628,6.036675975,6.352872936,6.2019502,6.540434959,6.091342308,6.179821392,6.138505243,6.215206616,6.210309185,6.327213112,6.24558771,6.002773528
b2795,7.23465647,7.143632903,7.233581378,7.113599035,7.258591787,7.168569656,7.056163399,7.612505384,7.086707385,7.065437941,7.373929192,7.34742589,7.160874576,7.661297998,7.019480855,7.09895096,7.094708349,7.368237342,7.118346626,7.635933203,7.09126841,7.623170794,7.311166446
b2796,5.84670814,5.800882547,5.805557976,4.308385209,4.16492353,4.341324414,4.058231331,4.279117971,4.728431724,4.446525428,4.371893732,4.840414901,4.041729559,4.103548634,4.773423111,4.409458937,3.800388923,4.631472776,4.067115086,4.330084739,4.445893694,4.254800404,4.80840496
b2797,4.515690203,4.471936431,4.343128145,3.648861964,3.511717738,3.402872518,3.245967496,3.370984796,3.468517786,3.501899503,3.372534908,3.681888257,2.970061563,3.358759073,3.569304095,3.465158147,3.383940385,3.522621768,3.033801002,3.319250204,3.474913576,3.389202842,3.753291939
b2798,5.479938248,5.695673411,5.655449169,4.616277965,4.482061148,4.222129378,4.881066058,5.028615651,3.868835742,4.69598443,5.205738855,4.565192787,4.78261719,4.866986394,4.093686336,4.270078278,5.295547387,4.694790478,4.978336308,5.080391215,4.385580477,4.922203386,4.745209393
b2799,6.453186043,6.555333624,6.555143862,6.447836292,6.464370212,6.52357362,6.462113255,7.47248477,3.786888994,6.328263634,7.364470749,6.631891536,6.337632397,7.398812965,4.007833594,6.409753082,7.470601069,6.787109598,6.439034172,7.435501422,6.290890778,7.53900854,6.745888016
b2800,5.447554624,5.371000656,5.30103399,5.149831673,5.224994995,5.265127291,4.927186362,6.35904217,2.414216238,4.923501562,5.946309756,5.581731997,5.07595661,6.431337539,2.140624502,5.241347548,6.237879545,5.87524737,4.943570045,6.20743966,5.288339207,6.351847742,5.732726878
b2801,3.681767433,3.852364418,4.06244013,2.966362131,2.877176756,2.792963654,2.796773441,4.338260304,0.600759928,3.18539785,4.483414727,3.689049084,1.862035449,4.673581957,0.660564722,3.174793688,3.976628242,3.819437869,2.368734723,4.531410593,2.753792791,4.171624606,3.712419188
b2802,4.684205878,4.69310915,5.027852862,3.392309858,3.655776266,3.399473775,3.486027415,4.787251844,2.743618533,3.400127577,4.476670202,4.111099098,3.24305358,4.488132873,2.646888428,3.337801099,4.025425604,4.225953041,3.321812895,4.892437948,3.548283522,4.612033841,4.255897727
b2803,4.68898154,4.591175911,4.876054665,3.506797165,3.884090178,3.839624384,3.762608993,4.309887229,3.763827403,3.445563903,3.938358019,3.898201769,3.906437746,4.079033448,3.691198412,3.540809099,3.596058106,4.142176012,3.75804261,4.463465041,3.803876056,4.205409085,4.150959428
b2804,5.564806525,5.474642594,5.3279982,5.601374954,5.217111676,5.415964624,5.594194533,5.4039485,5.371731297,5.317062823,5.089623897,5.226100569,5.720682976,5.197441349,5.728742037,5.325764652,5.03842482,5.307670942,5.556309616,5.419649388,5.469025071,5.48861008,5.427114179
b2805,7.170102444,7.315442881,7.188691529,6.761875248,6.801906903,6.665410197,6.591331688,7.425779606,5.000699477,6.859069268,7.308391545,6.723364521,6.572367716,7.500911181,5.071271364,6.74582609,7.534405305,6.749753119,6.578508415,7.48427717,6.630452929,7.461802698,6.838569037
b2806,6.049059694,6.013854576,5.906975148,5.980185761,5.933978083,6.034139232,5.955187475,5.737898416,6.192465154,5.847491936,6.001757308,5.842408561,5.892465551,5.936917733,6.135622431,5.907635166,6.15203856,5.845985341,5.943843437,5.753078086,5.818750102,5.932957696,5.825770979
b2807,4.719740446,4.60512813,4.677142329,4.675593533,4.868633896,4.868226798,4.828436022,4.700186625,4.976868818,4.792043171,4.821746223,4.555645056,5.007242124,4.834713858,4.842051544,4.93897799,4.838439554,4.879370269,4.476038388,4.709119794,5.236200036,4.776272062,4.764804441
b2808,6.073418234,5.962491578,6.121519667,5.914125094,5.879719512,5.80691356,5.874912391,5.723698217,6.063019293,5.860806632,5.814566476,5.939097879,5.730308878,5.95716112,6.072052995,5.816064348,5.519426302,5.846778572,5.826124073,5.996640696,5.837800687,5.927512566,5.955045221
b2809,9.488778152,9.511279546,9.579395267,9.618747819,9.401259929,9.239258248,6.924520984,10.25160088,10.22209679,9.470825439,10.46079245,10.41495263,6.852822972,10.20961919,10.36794054,9.296003468,10.43356746,10.35561408,7.045189215,10.06932261,9.389563214,10.20514846,10.49335282
b2810,6.583351806,6.43605281,6.473507118,5.831874067,5.78339994,5.76586872,5.779463401,5.697280016,6.283977635,5.754355234,5.641817619,5.65292625,5.741975225,5.680484711,6.312765687,5.684919894,5.686158264,5.506905115,5.800522205,5.681451027,5.82473055,5.684341982,5.622550133
b2811,5.927461316,6.046003812,5.892357373,5.485513831,5.41801133,5.406824094,5.173068682,5.342358554,6.189992463,5.549470658,5.430284348,5.370192716,5.132945545,5.398619162,6.115309137,5.598018451,5.588778838,5.268845835,5.123782785,5.160989455,5.477988253,4.934388368,5.295402498
b2812,5.329626274,5.332654187,5.075107216,5.399032455,5.353846019,5.352564037,5.091781503,5.259548159,5.362641479,5.572278108,5.516415748,5.102765747,5.106385389,5.411959634,5.551829072,5.492518038,5.642051057,5.184284264,5.028614199,5.0440977,5.478151355,5.216212232,5.147549732
b2813,7.244474358,7.234999056,7.189955587,6.764388723,6.703085773,6.818926432,7.175594215,6.75856313,6.920204355,6.820332928,7.259406554,6.672418665,7.221166581,6.90712667,6.915577855,6.84472368,7.440567542,6.695215519,7.202966479,6.64997109,6.650270157,7.053012311,6.742929727
b2817,6.36501906,6.349173838,6.307962303,5.542238776,5.3963615,5.5445908,6.168075631,5.955161514,5.662077329,5.636778643,5.777724715,5.702839507,6.274565428,5.780824007,5.765480768,5.518423425,6.033197722,5.622138848,6.282602212,5.759169334,5.494597252,5.838711341,5.710207999
b2818,7.79767725,7.636598167,7.43138739,7.521195632,7.617757708,7.341818473,8.047007957,9.058503018,7.27827255,7.52513544,8.408252526,7.808976091,7.972293473,8.72056447,7.237640481,7.433206097,8.439478241,7.587394854,8.0608881,8.856289781,7.37433548,8.181112374,7.775104092
b2819,5.233841659,5.22781977,5.183970262,5.023501635,5.031671562,4.999212452,5.103330113,4.678383334,5.758899721,5.18625618,4.711088163,4.563748226,4.97723683,4.693969699,5.788648175,5.038389167,4.80905293,4.485769619,5.037136618,4.559698607,5.046464329,4.624670987,4.648840614
b2820,5.521343611,5.443992565,5.532443687,5.324866644,5.32147777,5.219840571,5.353439692,4.858337516,6.062455604,5.276991384,4.78777003,4.862924544,5.317697046,4.805568549,6.024269325,5.236040035,4.855975241,4.77579273,5.278849278,4.820221131,5.298872603,4.930129702,4.880520541
b2821,5.630748466,5.727686781,5.600871658,5.46350163,5.474399356,5.445854095,5.741628192,5.304358349,5.844287156,5.547529441,5.484560623,5.216014331,5.737598471,5.340391065,5.77603847,5.628381853,5.572550942,5.158636068,5.716727599,5.257071733,5.481816936,5.313540151,5.226386648
b2822,5.456409633,5.335794297,5.338217056,5.514958236,5.557989143,5.518730652,5.67039673,5.465612565,5.82021193,5.51774812,5.331314376,5.346987738,5.610970435,5.422979045,5.79982477,5.437606188,5.270566183,5.328647661,5.6474412,5.564571294,5.606521066,5.530960215,5.385972866
b2823,4.313623684,3.973829915,4.196491107,4.494912713,4.439021216,4.40723899,4.16168915,4.484459567,4.35196262,4.276229881,4.404219706,4.11260553,3.905408511,4.156039579,4.274932623,4.339887023,4.228465106,4.270849994,3.989706993,4.525792206,4.403780838,4.503719026,4.269691395
b2824,3.438536557,2.894870246,3.640548961,3.345801564,3.554733601,3.35936953,3.185462296,3.758567299,3.375519544,3.722156138,3.929833363,3.61420873,3.449427872,3.904950494,3.403352493,3.671556593,3.847886018,3.527716241,3.654165521,3.428517275,3.360654677,3.84054848,3.519218917
b2825,3.137123443,3.01290986,3.431912192,3.788747759,3.456623937,3.962820425,3.63002481,3.882397679,3.452921203,3.697631977,3.827709847,3.476466164,3.556868827,3.769914142,3.349175746,3.916857664,4.062557566,3.721544933,3.76298615,3.208345562,3.525881691,3.750372031,3.739890179
b2826,2.395804252,2.761968314,2.425533287,2.945887229,3.550762497,3.173756157,2.850541777,3.650580828,2.681675711,2.515215149,3.673266903,3.425128635,2.51289663,3.383859008,2.553663447,3.268486046,3.585724382,3.556630048,3.004969713,3.370401906,3.08478342,3.452211954,3.783020944
b2827,7.55830342,7.525958891,7.456266382,7.270217507,7.288407074,7.285160964,7.317496101,6.866493087,7.537783492,7.065080663,6.856455678,6.857887147,7.315139048,6.834216105,7.623854737,7.027989079,6.62833045,6.843531781,7.341522261,7.04725559,7.28016566,7.112802128,7.009060793
b2828,7.287219491,7.2054425,7.257925614,7.137040046,7.18727445,7.166488962,7.138175842,6.970238795,7.460334166,7.053951624,6.769370154,7.017608022,7.166170961,7.014669265,7.554033818,7.071750148,6.656057067,7.053865304,7.253360454,7.032635454,7.182663148,6.985892317,7.063935504
b2829,7.413017867,7.320930357,7.305017612,6.936717131,7.002077036,7.006345239,7.253296566,6.523008459,7.292049584,6.868841774,6.576204894,6.668872222,7.169473168,6.735116972,7.308773629,6.922240917,6.634057609,6.603480902,7.177221654,6.617182616,6.998222848,6.724034227,6.654002507
b2830,8.843627126,8.840661302,8.874627263,8.353986709,8.321467161,8.25708418,8.673969911,8.263636749,8.541761434,8.42798631,8.318942082,8.39666025,8.757330795,8.153318499,8.430722567,8.41487905,8.464930282,8.31624562,8.714489487,8.168581042,8.291565836,8.352087142,8.292135139
b4610,2.473185259,1.216338642,2.064845829,1.705568052,1.93171898,2.477819252,2.458096192,1.92812792,1.728476577,0.68214556,2.031343016,0.668045154,1.857284655,2.145232272,1.451120379,2.407206983,2.277125897,0.66420792,2.460324322,2.308368889,1.461863711,1.096283089,1.986946404
b2831,5.842825431,5.884772347,5.723086076,4.879068228,4.964711745,5.044884717,5.532358903,4.981994709,5.124712335,5.04739422,5.310390642,5.108491935,5.487711996,5.010865198,5.340999755,4.80669102,5.410291062,4.896018344,5.504858149,4.859648555,5.039964984,4.899734991,4.808707365
b2832,6.0254559,6.244140461,6.036349922,6.66306969,6.530717957,6.599637773,6.296518372,6.177808909,6.923642153,6.685568081,6.288693352,6.009272563,6.202435347,6.286610378,7.064145091,6.591826294,6.196544541,6.146081249,6.404466158,6.028968729,6.49935848,6.072686128,6.102982547
b2833,7.799423021,7.795820827,7.760556789,7.941249126,7.780138567,7.818414899,8.413940572,8.271904026,8.234258653,8.323487734,8.778609381,8.431738228,8.510201257,8.262209903,8.385031863,8.490592911,8.771422974,8.264526624,8.375978328,8.234715305,7.822392594,8.153719002,8.324252894
b2834,7.607093164,7.573071211,7.490653168,7.822136099,7.837311359,7.785291213,7.640817723,7.733881467,8.04582606,7.595540315,7.369692065,7.688778411,7.601933939,7.56087841,8.09958139,7.371876334,7.233475298,7.637762477,7.684879219,7.6251213,7.782108629,7.446898413,7.828229113
b2835,5.123939086,4.964742748,4.998509455,5.667887806,5.609646309,5.636461561,5.430852937,5.362369897,5.812293208,5.774413441,5.647228757,5.230454462,5.615909172,5.570031934,5.962266647,5.884280514,5.781226353,5.195063613,5.487997696,5.301939034,5.532719881,5.4108308,5.259042855
b2836,5.370412971,5.489027572,5.40404633,6.011840818,5.972798983,5.977642368,6.081738085,5.757039051,6.21299802,6.140138146,5.893907638,5.906807629,6.013466014,5.818987876,6.262474897,6.048773978,6.146043945,5.914798712,6.107507256,5.581642613,5.912382641,5.711154926,5.928589757
b2837,5.769427248,5.692504514,5.787666041,5.638207681,5.608741077,5.669189441,5.662950486,5.695819807,5.780533607,5.486384959,5.549400132,5.773138064,5.726254674,5.797503755,5.713232454,5.62498234,5.575024348,5.754073985,5.676000929,5.868803257,5.6241186,5.651895795,5.817413302
b2838,5.587486545,5.639043832,5.5416491,5.564601789,5.488797222,5.494624185,4.976949894,5.297786988,5.92243179,5.390588407,5.232134248,5.646089966,4.910810937,5.335663415,5.815191441,5.357833453,5.293119529,5.746119707,5.056263342,5.392863799,5.550956603,5.288388231,5.74717838
b2839,3.672030163,3.899862468,3.786688477,3.575539468,3.770244276,3.672894352,3.808314055,3.933217703,3.815753698,3.664230257,3.544599758,3.67200459,3.51129327,3.955826858,3.636806727,3.514759484,3.664606443,3.630710493,3.757951496,3.774341308,3.576628721,3.803007346,3.670215499
b2840,6.354815831,6.201150803,6.178998794,6.300779278,6.185398619,6.369487987,6.612424853,6.168710964,6.626324374,6.019251325,5.943028202,6.203684117,6.715009441,6.45787318,6.517535355,6.163852127,6.147889936,6.057671248,6.672219249,6.357222375,6.444624305,6.195731142,6.188355345
b2841,5.090919159,5.09514008,5.18420238,4.816452784,4.777231494,4.84291249,4.712123377,4.996596182,4.869077955,5.066194369,5.085253399,4.341891672,4.752343732,4.811112013,5.040821419,4.939477246,5.242784761,4.269969523,4.806935607,4.932851779,4.705109905,4.881235744,4.3595472
b2842,4.243507329,4.062033477,3.987686068,4.296552986,4.130050574,4.067014194,4.043032843,4.220671882,4.193487511,4.014418288,4.282908892,4.079415445,4.166154341,4.218192136,3.994876297,4.362711737,4.501205042,3.948404317,4.140016384,4.425061543,4.260463717,4.336988967,4.038991074
b2843,3.495727633,3.364312909,3.56657877,2.798653636,3.233416469,2.872112201,2.893013917,3.413829098,2.187663263,2.607911208,2.754566028,3.436410122,2.897240439,3.623418937,1.780976209,2.550870808,2.70440129,3.481066467,3.021174853,3.722438167,3.155345373,3.432103822,3.551320772
b2844,7.984134721,8.12251496,8.042666615,8.249210081,8.20292907,8.175155425,7.554201431,8.942724338,3.831541289,8.360707082,9.120107577,8.461714588,7.57769978,9.082787385,4.008742321,8.367977729,9.509693553,8.435698358,7.637958531,8.873801878,8.140245727,8.996208313,8.414921954
b2845,3.368412151,3.506007029,3.485140209,1.691469896,1.96101885,2.001549782,2.27414815,1.982101402,1.964771275,2.227940895,2.400761273,2.034514944,2.408920718,2.308964352,2.242038857,2.354871747,2.403609109,2.122397715,2.321392559,2.060816626,2.19058788,2.30575185,2.137705002
b2846,2.060661354,1.656072384,2.037532294,1.749919375,1.745655892,1.514734329,2.768859913,1.497899306,1.715287737,1.498267624,1.366020073,2.42664538,2.353898788,1.297258251,1.384557403,1.099239307,1.693102778,2.043697173,2.56809713,1.208827665,1.152135913,1.811750831,2.010274401
b2847,2.90531045,2.808396064,3.008876613,2.380437209,2.431257479,2.002460612,3.213186492,2.532607147,2.568984381,2.515391484,2.794959072,2.910645608,3.378846015,2.526945606,2.593500013,2.358704845,2.744549134,2.529829338,2.958246129,2.321106178,2.170816325,2.623700894,2.598440233
b2848,0.672496246,1.143047489,1.236716159,0.600487367,0.753103385,0.605625775,0.983425706,0.751125328,0.769088764,0.941052321,1.089320044,1.172905107,1.135909776,0.605008674,0.768700588,0.642888062,0.832342213,1.048033423,1.359746891,0.228824178,0.439371949,0.603630956,1.288845779
b4683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2849,0,0.296734835,0,0.475293516,0,0,0.529231526,0,0.846726818,0.701158912,0.713093863,0.686751594,0,0,0.484342458,0,0.528579693,0.265151189,0.289242873,0.256862614,0.265226564,0.258640125,0
b2850,0,0,0,0,0,0,0,0.589772972,0,0.240445328,0,0,0,0.424775367,0.23071986,0,0,0,0.254597722,0.420992258,0,0,0.236141442
b2851,0,0,0,0,0,0.227369967,0.253209904,0.223610781,0.229991286,0,0.244300115,0,0,0,0,0.243336544,0,0.432310264,0,0,0,0.226521846,0
b2852,0.502417631,0.436416064,0.183908315,0.312004743,0.310826016,0.449896824,0.185358743,0.564832142,0.38819578,0.331293681,0.178690418,0.526154057,0.275044623,0.314589081,0.245048712,0.177969877,0.185102844,0.584337118,0.566333523,0.507943896,0.321642596,0.313801222,0.650348568
b2853,1.207690597,0.530279973,0.513416645,0,0.462488844,1.881435299,1.657683197,0.810062346,1.114242048,2.086176473,1.165815955,1.368045237,0.911044248,1.340298755,0.828660876,0.868302454,0.895899519,1.361697658,1.198808351,1.09574206,1.122852891,0,1.373849642
b2854,0,0,0,0.220619991,0,0.222762334,0.644300183,0,0.225334573,0.613541359,0.239377033,0.600582026,0,0.415234178,0.225198743,0.238431318,0,0.75146699,0,0.411524484,0,0.221930111,0.603811355
b2855,0,0,0.275990753,0.458783117,0.457131838,0.462895686,0.278100344,0.455811241,0.654926629,0.26321056,0.494601749,0.475042917,0.520300892,0.81201934,0.46756595,0.267343443,0.277728219,0.255298219,0.51197166,0,0,0,0.258534535
b2856,0,0.699197762,0.678109147,0.616145446,0.614038048,0.621391106,0.682648992,1.370861197,0,0,0,0,0,1.053370272,0.627343133,0,1.491895349,1.071715193,0,0,0,0,0
b2858,0,0,0.179383012,0,0,0,0.18079994,0,0,0.323527222,0.329768247,0.166649134,0.347908471,0.161746866,0.310787496,0,0.340997019,0.313990797,0,0.160174904,0.314078607,0,0
b2859,1.763899926,1.560966113,1.931770554,1.718671053,1.964950366,2.126897612,1.940689727,1.88263505,2.208794372,1.690280515,1.607736769,2.474142589,2.13179123,1.63330652,2.660907532,1.370641471,1.644334608,1.752562588,1.534146407,1.968239894,2.22131891,1.529439368,2.481907285
b2860,6.080919746,6.015101693,6.039590659,5.664508829,5.597264387,5.486902804,5.996040041,5.689855517,6.003679454,5.697833389,5.566615621,5.573794621,5.995031058,5.616178885,5.865601635,5.672027689,5.778453413,5.554929081,5.928752956,5.45861123,5.63742009,5.604043221,5.60318155
b2861,7.03725661,6.997579012,6.939456124,6.69862334,6.683117599,6.642398015,7.010340724,6.75856313,7.074888215,6.800567618,6.551011105,6.665711995,6.894857528,6.62395047,7.041268935,6.622873119,6.664410194,6.711471107,6.914510942,6.497753892,6.569313661,6.367868325,6.552360077
b2862,4.284210317,3.99245601,4.207362108,4.369468842,4.087547698,4.344564242,3.426795772,4.259023016,4.400816373,4.061732466,3.711977238,4.325215514,4.093172315,4.128970822,4.438125208,4.276501233,4.03517223,4.273227097,3.511324315,4.367898052,4.067166691,3.927868323,4.248617392
b2863,3.216906552,3.615625309,3.297308316,3.109651929,3.253481478,3.477864101,3.181719327,3.249123933,2.991362284,3.361450558,3.054554205,3.311697581,3.589161424,3.138750559,3.3793635,3.269244829,2.999092976,3.379331954,3.592526409,3.392683391,3.549251918,3.458821871,3.593438784
b2865,7.336359891,7.212747101,7.250825682,6.949306301,6.978778774,6.977004195,7.109515128,6.981442046,6.879575135,7.06169316,6.948189679,6.729579384,7.170690914,7.004185549,6.799330998,7.068232773,7.28858948,6.783242185,7.235901198,6.934777398,6.903648467,7.084934781,6.92971467
b2866,5.319640773,5.310034221,5.426842887,4.645303158,4.552051207,4.521795916,4.015077096,5.622678696,2.796452049,4.45728408,5.226885248,4.701811623,4.024843568,5.38053914,2.958098765,4.141286789,4.946384009,4.72749636,4.118438445,5.568388957,4.544805059,5.643495302,4.821325988
b2867,4.811626729,4.890660464,5.096999513,4.273772741,4.356879728,4.170482913,3.605049055,5.1548905,2.471606691,3.921598836,4.72846939,4.211859377,3.80133136,5.143768704,2.520296087,3.875517074,4.4883735,4.312663414,3.786930217,5.186545748,4.210113826,5.21570417,4.421025557
b2868,4.770392963,4.953974868,4.852344462,4.421687937,3.852909359,4.209190456,4.13083197,5.297232977,3.24840291,4.15763669,5.463421548,4.489440155,4.268784686,5.02035304,2.847227853,4.295995507,5.070229292,4.612196337,3.961602166,4.966564198,4.082501137,4.977082379,4.427229642
b2869,6.826309922,6.917918818,6.924115838,6.499313047,6.532988525,6.461063174,5.460460326,7.197456677,3.15936175,6.557057017,7.169792957,6.486449264,5.413394932,7.244084702,3.218983684,6.497891958,7.014226694,6.635400586,5.65036484,7.236454257,6.461679973,7.205574659,6.572060718
b2870,3.053969062,3.271749527,3.425695483,2.836125619,2.886193656,2.684747914,1.613833095,4.300076767,0.836201877,2.721599376,4.100935635,2.362665588,1.475484932,4.050019159,0.892337277,2.473485881,3.677133597,2.181475017,1.723667028,4.005051481,2.313363911,4.364186776,2.12619237
b2871,2.720500712,3.110949765,3.006850658,2.309686477,2.612720173,2.321705752,1.750924929,3.729654166,1.275448339,2.560672853,3.538274624,1.849454821,1.512167817,3.179281011,1.316612729,2.034283838,2.958252461,1.979661627,1.367450392,3.373356897,2.369044019,3.76322486,1.603302337
b2872,3.354639317,3.632001806,3.756142884,2.856053243,2.837100825,2.740295865,2.380074111,4.160122199,2.194733268,2.633615208,3.871095365,2.68449248,2.244417343,3.534645853,1.90086665,2.61968967,3.443139847,2.841917104,2.445639078,3.758608325,2.754034714,4.217125428,2.844637596
b2873,2.764330211,2.546718335,2.823411159,2.123697211,2.138718078,2.390009194,1.89692616,2.915793267,1.625693715,1.669004511,2.916474619,1.553995809,1.971349472,2.500788622,2.087273087,1.825194151,2.224115868,1.636198339,2.206758901,2.900899211,2.057855323,3.053522986,1.913175854
b2874,3.721828266,4.010675337,3.911306453,4.105409052,4.007215193,4.08938259,3.960578034,4.444663879,4.271921797,4.119556362,4.466924258,3.777359698,3.664027243,4.389453892,4.12052395,4.010248716,4.646360219,3.580461167,4.03625234,4.312057552,4.074681705,4.289684241,3.609732878
b2875,4.98340493,5.09865932,5.255095656,4.612454927,4.4474601,4.611724595,4.108914206,5.753840265,2.972805853,4.552266474,5.520074527,4.804275933,4.06789373,5.768047181,2.952638163,4.599184007,5.50470601,4.889970006,4.087001385,5.671979978,4.441458746,5.699868092,4.906569493
b2876,4.913641958,4.8139293,5.093589498,4.70095593,4.683111848,4.616389502,3.866875688,5.968620654,1.467066935,4.769727394,5.828124457,5.083180802,3.858391602,5.866256956,1.577186758,4.737472835,5.769381263,5.096803954,3.91704922,5.997348127,4.576545456,5.971094193,4.957177413
b2877,4.446622108,4.344967622,4.449912701,4.967541738,5.057668536,5.096615996,3.575659328,5.773675078,4.125006146,4.846990853,5.447829032,5.456534026,3.82310038,5.937001394,4.338138549,4.960291513,5.252312572,5.436538073,3.911393241,5.859615809,4.911911858,5.732049732,5.58365964
b2878,2.649723974,3.016933127,2.815795528,1.73693979,1.917427066,1.548003038,1.604435773,3.332890104,1.160096507,1.732359193,2.695553608,1.563382874,1.565509306,2.916493938,1.38835822,1.63233573,2.544953324,2.008310955,1.634898773,3.149883583,1.699209546,3.181154833,2.003145909
b2879,2.370844204,2.370822679,2.601988695,1.615298321,1.084713539,1.294808679,1.232346425,2.921995136,1.188798694,1.453395806,2.677265217,1.713651412,1.564893071,2.535230627,1.267041242,1.396374712,2.354291343,1.555911466,1.615245245,2.767521423,1.524116228,2.6083412,1.2087502
b2880,2.369454413,2.612006588,2.757107867,1.786915227,1.826427775,2.317260018,1.774138416,3.14167723,1.979436943,2.143356483,3.017865742,2.186383841,1.382247296,2.572092521,2.361727357,1.678927756,2.544374841,2.279993573,1.724067189,2.92578091,1.950808709,3.051747172,2.045488188
b2881,3.774794808,3.780362826,3.763963084,3.01659,3.226505304,2.982506481,2.940028062,3.785029822,3.211515446,3.117072836,3.566313349,2.776062073,2.997178736,3.499939952,3.125169394,2.810166586,3.42632422,2.798582569,3.111388712,3.590470792,3.216497127,3.697585124,2.846356716
b2882,2.513153268,2.247812779,2.399471182,2.34861509,2.292468652,2.34377802,1.859033765,2.557456325,1.8759786,2.509391923,2.628514383,2.396068844,1.615574235,2.472535625,2.374374866,2.284292747,2.407540859,2.532381424,2.03742827,2.635646597,2.421470479,2.61695624,2.334262941
b2883,4.142305936,3.77358729,3.917611291,3.541138056,3.905164581,3.80522202,4.020735079,3.965537915,3.547614098,3.668349553,3.585441178,3.678651079,3.93683601,3.708573504,3.697538507,3.604339173,3.300737326,3.836254933,4.023290809,3.878775534,3.713144871,3.949331991,3.759473993
b4464,4.134498831,4.03838413,3.954779013,4.10104708,4.069569891,4.036442831,4.139895131,4.227050101,3.332704918,3.884743041,4.291403591,4.028079751,4.145812002,4.163737541,3.459539737,3.760719864,4.074406607,3.990098541,4.381328805,4.183804027,3.890132171,4.269192238,4.19081482
b2886,2.819859227,2.841400169,3.236135254,2.482603429,2.719246237,2.77386254,2.804058313,3.185340444,2.63613614,3.047734765,3.281779883,2.916546155,2.305364409,2.974762787,2.41802088,2.710531721,3.245032845,2.727828869,2.76594457,2.864237412,2.56633749,3.176247616,2.89049917
b2887,3.67823084,3.69007008,3.715847874,2.994463174,2.941379049,2.702976213,2.611871504,3.903259684,2.066493642,3.079242495,3.620653722,3.202607609,2.873132637,3.527141473,1.921540424,2.985640877,3.511878346,3.005086004,2.659843826,3.668756056,2.939640483,3.836672154,2.948058661
b2888,2.310007195,2.701605388,2.754772955,2.40651102,2.354025157,2.354776313,1.464081835,3.907242186,0.555288078,2.207388149,3.61793,2.270141058,1.135909776,3.535234384,0.665797935,2.187723914,3.400815068,2.348483406,1.359746891,3.578092418,1.898958929,3.979834749,2.31299728
b4684,2.261200783,3.246843011,0.801496651,2.103708357,1.85894459,1.222233608,1.320948903,3.43558017,0,2.387271401,2.75787467,1.247406978,0.819762021,3.542420035,0,0.78023506,2.640701684,1.607125732,2.000818333,2.102441883,2.141367298,3.053522986,0
b4753,0,0,0,0,0,0,0,0,0,0,1.176879928,1.139060356,0,1.114358246,0,0,0,1.133404648,0,1.725108275,0,0,0
b2889,6.307277751,6.250432569,6.235335384,6.17601234,6.297157776,6.318002873,4.725010445,5.936604246,6.500211619,6.094589304,5.739287627,5.887210418,4.706575696,6.098685668,6.606292708,6.023465701,5.646781973,6.002096398,4.746270038,5.980709026,6.140238706,5.92783119,6.097161654
b2890,8.728514641,8.627572739,8.657025535,8.423813671,8.416839812,8.385627915,8.493018299,8.162074295,8.865348417,8.26371256,8.060746228,8.061238292,8.442702039,8.041783125,8.78002976,8.281905318,8.002143722,8.10263474,8.453027907,8.078646775,8.4681821,8.201731004,8.085681932
b2891,8.506100291,8.575665351,8.594674524,8.379037851,8.312015919,8.329292605,8.461226498,8.232374827,8.785730938,8.331201222,8.015215235,8.108158607,8.483087967,7.994815687,8.672433441,8.314542529,8.019421843,8.202354769,8.398429258,8.148601551,8.360630131,8.184577587,7.993240594
