Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b3349,9.816046945,9.930919349,9.751526009,10.13741115,10.02812692,10.12974401,10.13828397,10.01433462,10.40226594,10.03257243,9.949172381,10.01176075,10.10748921,10.00401077,10.52332642,10.2488805,10.24064701,9.940989203,10.25440069,9.917809477,10.14291724,9.95317535,9.990805427
b4551,7.263830538,7.092937099,7.260073745,7.054256118,7.237264459,7.051115743,6.893289602,7.224532174,7.374918822,6.868317073,7.097489144,6.925957314,7.140065598,7.264301742,7.112688898,6.859576417,7.411786948,6.621996282,6.940880596,7.272814909,7.102780097,7.17977436,7.034092615
b3350,5.322484937,4.989022942,4.908104534,4.847812235,4.878373169,4.739630796,4.85871688,4.952394633,5.07966073,4.835674365,4.857927256,4.791810043,4.946706411,4.945676528,5.100676233,4.710178773,4.964293978,4.67297538,4.899814003,5.040087009,4.833728125,4.999318695,4.662111369
b3351,6.246687695,6.119678071,6.146193859,5.603519497,5.615237133,5.604856876,5.696362223,5.166958805,6.347577479,5.528354308,5.047025764,5.506379492,5.961547256,5.421693203,6.029146368,5.532264213,5.317973523,5.372256138,5.741006257,5.290693605,5.554880502,5.45788969,5.428905326
b3352,6.047368341,5.919287591,6.017335557,5.544783768,5.634874091,5.610926038,5.717953761,5.444115159,6.273669645,5.49083451,5.271005381,5.382230713,5.762598811,5.424234352,6.243452553,5.600240835,5.276893236,5.455672103,5.69333286,5.532392529,5.565526957,5.45664855,5.491215806
b3353,5.677686674,5.70226545,5.69696909,5.005244096,5.154878608,5.175401853,5.187135402,5.136983338,5.864665971,5.296765662,5.006673638,5.161111076,5.194622576,5.085818484,5.869903156,4.884634176,4.853843879,5.066736669,5.222301601,5.028967173,5.288066262,4.946923788,5.089601939
b3354,6.155545954,6.240833017,6.315539232,5.846670762,5.914874157,6.073464273,6.137381412,6.09632944,6.42026408,5.960517628,5.688546756,5.960505438,6.277897897,5.761240111,6.544551712,6.03099954,5.966823444,6.030442827,6.095206971,5.928230655,6.073559347,5.736768927,5.978947469
b3355,6.02629422,5.960613504,5.936695017,6.197968322,6.221707681,6.190095512,6.412685655,6.226069437,6.528047502,6.144947337,5.746737181,6.136608244,6.464636699,6.192129088,6.365617355,6.006199739,5.695176567,6.05743039,6.480050586,6.28904119,6.182847086,6.087725782,6.233042055
b3356,8.136710878,8.136047267,8.159768511,8.019997706,7.779127693,7.851564832,8.023328859,8.568397374,7.915264888,8.01946086,8.740763963,7.917006941,7.883738643,8.480697651,7.967299953,8.108396586,8.788717296,7.914308857,7.953148318,8.367202256,7.84587044,8.386962337,7.932797057
b3357,10.27870648,10.33068694,10.2597633,10.34758763,10.30977229,10.36870966,10.65765443,10.37722252,0.181841254,10.22853708,10.22653294,9.987792236,10.5746346,10.3930203,1.228007199,10.3215338,10.24052624,10.01463983,10.64860843,10.44250872,10.35798335,10.34423705,10.06054609
b3358,6.200794292,6.009449308,5.953729604,5.859682148,5.927401563,5.995894644,6.175472037,5.95216035,1.759397443,5.807811873,5.81170318,5.744416647,6.05245583,5.849928993,1.723864217,5.769695358,5.789744522,5.81080985,6.106524183,5.928012839,5.849601617,5.851946362,5.861478874
b3359,7.24238855,7.141863067,6.988213717,7.069100801,7.239101284,7.034931964,7.692590082,8.022780307,6.838507096,7.152457851,7.992578114,6.926886126,7.727169668,7.918388743,6.525134602,7.173197588,7.922544381,6.84948932,7.508490073,8.013173647,6.895870075,7.739509431,7.004417037
b3360,5.309226402,5.197885625,5.374914436,5.465236742,5.41036284,5.591071125,4.60071915,5.089687955,6.05707458,5.057460807,4.951355875,5.144977049,4.547932044,5.069103092,5.818781552,5.473588011,4.957968177,5.134894903,4.354090592,5.257019835,5.597218221,5.222467906,5.135271212
b3361,6.08215003,6.034125851,6.075541066,7.323696073,7.344715226,7.404166297,3.740560284,6.7977071,7.936366098,7.026714226,6.383747371,6.780933501,3.663442049,7.0156044,7.79785175,7.033082827,6.42417885,6.919069041,3.422740078,6.985237423,7.44727432,6.720450924,6.876230673
b3362,6.627646275,6.809662364,6.968683034,8.121727496,8.188136597,8.162114364,4.15833035,7.573791002,8.728369501,7.710184613,6.981473634,7.719242398,4.275212357,7.762802375,8.400319921,7.770666752,7.257775675,7.833871531,4.291054104,7.916791453,8.136734513,7.708170026,7.810941173
b3363,9.18316952,9.131657656,9.136483702,7.28592833,7.294570973,7.393074865,7.804498542,7.672237466,5.933116149,7.130450766,7.528456861,7.522082528,7.829456105,7.67268752,6.078668287,7.112750184,7.407433058,7.627908713,7.881791775,7.778917984,7.300579864,7.627739267,7.71602687
b3364,7.365923399,7.204560569,7.064864582,4.370744297,4.535827834,4.52520526,2.684908583,3.185068824,7.497471685,4.51113681,3.416483073,3.312580769,2.344266949,3.126814217,7.545659199,4.302789587,2.753043451,3.146224229,2.823899902,3.171013145,4.575312781,3.00105021,3.462882943
b3365,2.575483559,2.235498401,2.531904948,1.892049423,1.925176323,1.965359736,1.568773305,1.510014878,2.445044961,1.799136063,1.835651686,2.010287397,1.41541949,1.682159213,2.68059538,1.816714948,1.830427796,2.085227153,1.496483864,1.448656273,1.582060549,1.603371501,1.967737551
b3366,1.117360439,1.990947827,1.100999807,1.716994745,1.179830395,0.598043566,1.449949124,1.006470531,1.356260751,0.860188736,1.255873531,1.758170429,0.668690785,1.190649184,1.948046895,1.802359183,2.156679039,1.633555403,2.063952926,1.011143499,1.50614175,1.188388469,1.22183213
b3367,1.533833042,1.718264422,1.391714719,1.83784096,1.833470661,1.889784392,2.134901247,2.16195291,1.683791055,1.727908983,1.749482384,2.432499816,1.418159856,2.113053356,1.729691375,1.926114021,1.686667215,2.335494794,1.930750596,1.75106008,2.105250164,1.88553234,2.22384182
b3368,5.092599529,5.125739099,4.990654768,5.435704779,5.449795121,5.530803019,5.714922415,5.404717193,5.580376828,5.484968438,5.63502949,5.232922252,5.754175105,5.38472768,5.594307779,5.466731832,5.588778838,5.338860114,5.698599093,5.415831341,5.471321556,5.322732318,5.324359417
b3369,5.111700886,4.487047206,4.506530045,4.657710813,4.37195363,4.727653009,4.445525746,4.06276233,4.145887622,4.537063975,4.630898257,4.626671049,4.682289699,4.245958217,3.822836149,4.883477816,4.774458053,4.118654061,5.096456129,4.113289057,4.201647861,4.242144831,4.47680237
b3370,0.836733271,0.593543547,0.505646906,0.751283099,0.748821708,0.393790559,0.190420006,0.798901013,0.172618219,0.67603901,0.560663762,0.775446667,0.365361838,1.131660338,0.326581884,0.558671205,0.883878755,1.270970588,0.510037693,1.203495371,0.470457386,0.858138081,0.934921487
b3371,3.051308505,3.152647335,2.815396183,2.891087051,2.821246263,2.526455969,2.257948114,3.059592511,2.541250774,2.841483124,2.68105549,2.791548628,1.971349472,2.734987313,2.342044575,2.461118062,2.283826179,2.868166001,2.174061043,2.920913532,2.595183766,2.581989458,2.918191756
b4474,2.961241137,3.066116673,3.076293442,2.43314073,2.822795508,2.690960609,2.063680629,2.502130389,2.34850528,2.713860702,2.66744261,2.309968671,2.663679031,2.571904141,2.6824936,2.532613956,2.94334764,2.64960324,2.742054097,2.583772464,2.576812555,2.835929935,2.489016345
b3374,3.951844608,4.12607923,3.911967223,3.158759122,3.29938908,3.255194245,3.532091047,3.131878948,3.45322442,3.360492032,3.567664989,3.008816746,3.332886541,3.220929716,3.480590604,3.758678328,3.530150969,3.019323745,3.342599852,3.122722826,3.202252501,3.114727835,3.131034017
b3375,5.585549132,5.780228253,5.668808003,5.360376992,5.43584254,5.475195981,5.680645764,5.389030575,5.693855659,5.450647927,5.3332245,5.327191067,5.894207572,5.420379215,5.57140475,5.409126492,5.275285197,5.329765805,5.764419369,5.520776022,5.54141247,5.627907096,5.410972383
b3376,2.840457721,2.981399179,2.605359902,2.702711202,2.663272375,2.495692605,2.573940618,2.454498761,2.891499282,2.563078006,2.647638844,2.172321613,2.370778235,2.533233193,2.828478235,2.344413551,2.36902954,2.214321715,2.420649526,2.501582117,2.46273907,2.34543548,2.34830184
b3377,2.86799445,2.636493401,2.305999446,1.774056809,1.873286527,2.443745547,2.113456364,2.162331602,2.196511062,2.116596218,2.070392287,2.2573918,1.781491519,2.118461739,2.256016941,2.223781963,2.313943155,1.753198523,2.275255767,2.480340406,2.145976562,2.295681168,2.02560571
b3378,2.336602458,2.759360007,2.590739647,2.176874725,1.634204885,2.522268855,2.070309415,2.091570076,2.537054675,2.092006492,2.198582889,2.222886066,2.182780311,1.942367246,2.411646147,1.829238914,1.974090716,1.876087242,1.767383576,2.098685323,1.557283142,1.847655488,2.304091851
b3379,2.297373065,2.317373613,1.544413915,1.483634102,1.5276385,1.676957365,1.654316007,1.858978366,2.067742553,1.21055892,1.40733923,1.471336001,1.675139893,1.281777248,1.552607593,1.659731658,1.961691023,1.65590575,1.751453871,1.381602915,1.864311988,0.96465464,1.75671143
b3380,1.264559432,1.414119735,1.782930121,1.50023528,1.102111595,1.325284136,1.344033344,1.624789586,1.622464268,1.563385551,1.472853586,1.466692783,1.489076691,1.243194829,1.685339928,1.306501793,1.620143041,1.305116755,1.430637659,1.599210429,1.566568417,1.54041245,1.472739295
b3381,1.048074771,1.117732813,1.088040274,1.192351859,1.233247158,1.245416497,0.919936005,1.611190041,1.382457526,0.818397011,1.265352008,1.225723573,0.934357041,1.199812868,1.015816884,1.556525747,1.198865953,1.125288472,1.095895931,1.361243128,1.392318255,1.40750797,1.086068879
b3382,2.923046491,3.517498791,3.083758121,4.418022798,4.044740429,4.432363109,3.959958053,4.554336836,2.727246262,4.828754465,4.858485178,4.125622107,3.939335682,4.73600766,2.674494782,4.652761941,4.971749529,4.317758603,3.938192972,4.520743741,4.135834838,4.73213309,3.753066638
b3383,3.59457332,3.828544334,3.881796084,4.619187186,4.530250884,4.443885836,4.009622124,4.882469721,2.938022548,4.611309794,4.909702509,4.329884314,4.230350443,4.983885336,3.135004902,4.669266314,5.06429779,4.320025615,3.854542006,4.882509655,4.644382869,4.756772255,4.438232667
b3384,6.715248104,6.849477572,6.591997367,6.665047015,6.709858683,6.737564767,6.752093475,6.312216714,7.35193981,6.660825906,6.314481582,6.366125381,7.133181206,6.333110662,7.013268235,6.729886682,6.801843301,6.443542465,6.772284674,6.409544275,6.759751782,6.491403865,6.285328295
b3385,6.730362713,6.743160449,6.589958855,6.358119484,6.576392371,6.496574974,6.611114452,6.083971348,7.096907525,6.192240865,5.804784183,6.168820458,6.745662811,6.031854714,6.915076959,6.145477005,5.876387259,6.13553579,6.515064072,6.281387446,6.503277149,6.113047529,6.266864904
b3386,7.443126983,7.440904279,7.376106897,7.239999098,7.318041724,7.297593712,7.527444192,7.005611748,7.83289627,7.017689122,6.67563104,6.983167099,7.521313661,6.917434588,7.738532808,7.072435504,6.40646736,6.987359612,7.502675613,7.059216309,7.310630568,7.104036031,7.06635393
b3387,6.738394821,6.68716103,6.74625509,6.41118561,6.555317167,6.328553239,6.543038035,6.172965317,7.076793857,6.487982902,6.050811587,6.139654721,6.595643799,5.975726539,7.019401455,6.396877407,5.920543626,6.293286354,6.513978788,6.123814111,6.496085521,6.124225727,6.125511518
b3388,8.352677468,8.344836092,8.309761374,8.453536663,8.447748509,8.384262645,8.358367848,8.159285646,8.839210074,8.408038919,8.099800648,8.197407201,8.376714366,8.099821841,8.734078618,8.454981095,8.133570842,8.184087842,8.289025868,8.138805451,8.399860368,8.068826744,8.186864238
b3389,8.405898242,8.517490865,8.423956353,8.398401386,8.448352273,8.386387076,8.495762174,8.103899643,8.738408239,8.405130033,8.142627395,8.260504166,8.50375223,8.148501084,8.709238291,8.387017399,8.189751515,8.22145543,8.488745325,8.087911923,8.391248427,8.176632255,8.299550456
b3390,8.684566294,8.792554407,8.591808387,8.731868752,8.634944859,8.668607733,8.932265093,8.525089544,9.0004655,8.851244744,8.676574232,8.608823148,8.859128959,8.552295073,8.923210347,8.789225407,8.915654381,8.546053026,8.876123011,8.334910953,8.674726309,8.474157198,8.492842251
b3391,2.551230623,2.410993392,2.344743214,2.4041282,2.324214931,2.416339096,2.747144665,2.22081268,2.815442317,2.482921976,2.198582889,2.212048779,2.522634669,2.433075487,2.373966184,2.407206983,2.515136604,2.018748714,2.64770436,2.365759459,2.22583155,2.411605719,2.219474852
b3392,1.643664957,1.864819466,1.510463808,2.098779777,2.287692683,1.802569386,2.615305275,1.784084514,1.632053428,1.945779487,1.696684684,2.277270976,2.892772655,2.176593755,1.530247781,1.788743641,2.375478573,1.910313719,2.313149332,2.291208997,1.82679338,2.034911029,1.444295325
b3393,2.528440878,2.031505729,2.607443526,2.134996287,2.358622999,2.746997393,2.805955873,2.354704747,2.279856127,2.00813584,1.956798384,2.241784475,2.643048404,2.785814137,1.959895652,2.097473138,2.212066588,2.348483406,2.515473313,2.512536187,2.734187073,2.521502526,2.188010029
b3394,1.72318047,1.576119456,2.042719544,2.081395935,2.403664729,2.092896616,2.276689111,2.3136805,2.052870668,1.86117677,2.125098213,2.072563486,2.401805989,1.982327372,1.07144697,1.879052158,1.92323268,1.760228099,2.113538957,2.22948918,2.316271176,2.32980299,2.185923169
b3395,3.892455642,3.611742584,3.827911342,3.762718502,3.72272329,3.753807886,3.910536363,3.671094371,3.804541546,3.683547637,3.749914491,3.635965,3.879617261,4.0524942,3.912047622,3.86384547,4.083275065,3.863318949,3.981117522,3.630910534,3.979153597,3.890801529,3.682820926
b3396,5.237912013,5.184334564,4.960643985,4.922769724,4.888758586,4.910741228,5.267836129,4.732744074,5.308719668,4.906656896,4.803143236,4.796417447,5.265255262,4.576954064,5.319876181,4.906805388,4.891714999,4.70122845,5.2467574,4.615317562,4.852225957,4.66725838,4.74071417
b3397,7.586560018,7.732887293,7.531713749,7.344160949,7.200199784,7.332556153,8.087806418,7.177890806,8.01581759,7.81875041,7.715876111,7.190383916,8.062629837,7.10495053,8.048286538,8.103715659,7.813517827,7.088850737,8.058036089,6.952157369,7.423986914,7.002056899,7.045480632
b3398,5.233170884,5.167205595,5.230686568,4.764832514,4.858684708,4.754319647,5.317903079,5.207580836,5.035937211,4.768279806,5.342296716,5.218524605,5.321750078,5.272739165,5.001376356,4.892021628,5.187198019,5.244095726,5.398343168,5.411011103,4.858731623,5.37337203,5.181450015
b3399,7.207189205,7.18960329,7.185245175,6.905595535,6.915925838,6.823106041,6.123370063,6.659871219,7.379265228,6.74147338,6.558044737,6.735973714,6.202174364,6.669669108,7.340389068,6.634675868,6.510463886,6.795768737,6.259817067,6.782371474,6.825934349,6.65319189,6.754079656
b3400,7.559532504,7.445165522,7.439151195,6.629337629,6.772056175,6.66516679,6.050433047,6.556960355,7.318682919,6.304387803,6.177153314,6.80336027,6.11575011,6.41087879,7.23514433,6.38411272,6.184792007,6.900255081,5.963494774,6.686736819,6.625568928,6.557910397,6.973170592
b3401,7.173478848,7.062826901,7.097929387,6.327878924,6.491502624,6.484943155,5.93143038,6.229576222,7.108302441,6.148929038,6.039058745,6.537441764,5.933147403,6.129131875,6.911592022,6.280147542,5.908889128,6.582688316,5.790065148,6.288398134,6.360794968,6.205492523,6.504897231
b3402,4.240462767,4.264211901,4.164348377,4.242103997,4.272619107,4.234131518,4.478087573,4.129034842,3.868391394,4.296368085,4.105120216,4.083994515,4.452964747,4.091397492,3.882049816,4.193197413,4.186789872,4.200804597,4.437538554,4.222057446,4.269930311,4.062706467,4.25053309
b3403,9.427324903,9.631905789,9.767337015,9.38282385,9.476587968,9.399279783,10.47431101,10.19863248,5.405626154,9.196880677,9.935946813,9.816676565,10.4802002,10.10282217,5.291621775,9.140755777,9.672344029,9.965474382,10.5288211,10.26510323,9.42742589,10.20529183,9.921308611
b3404,6.180117001,6.293466653,6.258317743,5.59761565,5.597149694,5.498106465,6.017163578,5.941969462,5.878204873,5.806689374,6.179088745,5.931150169,5.877392791,5.81504813,5.788268619,5.768573405,6.191826972,5.962689297,5.794939555,5.774783619,5.428519754,5.812681583,5.931352095
b3405,8.212937875,8.15143995,8.161734757,7.550182446,7.552118292,7.48568706,7.976870089,8.053324317,7.650633008,7.442251785,7.889726048,7.860821621,7.955965044,7.836924079,7.668232535,7.427274119,7.802729722,7.892408722,8.057047143,8.008051463,7.479357522,7.952085988,7.883614636
b3406,5.709035589,5.70005966,5.628518769,5.335511858,5.372520231,5.171418003,5.657419758,5.234960233,5.554336435,5.346314509,5.100392303,4.951678784,5.461022128,5.29772924,5.508956598,5.336889573,5.382155515,5.231837848,5.560571239,5.112283206,5.232274808,5.350711178,4.969275337
b3407,5.579391403,5.681358238,5.554495676,5.802194615,5.733827917,5.830784553,6.335542965,5.559023105,6.405758148,5.70298074,5.297004251,5.642485593,6.238080556,5.400987913,6.290770614,5.600883073,5.372586013,5.606244411,6.256050384,5.534012662,5.788737852,5.535708653,5.624582576
b3408,7.037935988,6.912517644,6.862523746,7.366658438,7.429076703,7.365585702,6.537748117,7.024076566,7.055524272,7.30444615,6.833907083,7.386358252,6.714456331,7.141252011,7.240302084,7.076866479,6.283396816,7.054650089,6.669498785,7.057158248,7.206422776,6.986807225,7.355928996
b3409,6.059916189,6.049448656,6.093436595,6.431823909,6.511171459,6.393683908,5.877907401,6.244353004,6.178091593,6.341648158,6.162066713,6.573102267,5.89981007,6.258038223,6.345035423,6.174736929,5.978766363,6.496958234,6.071788599,6.267648164,6.382368682,6.229341483,6.557966542
b3410,6.095253439,6.280924139,6.263655458,6.412186711,6.288660577,6.263663392,5.785721227,6.12025735,6.320701595,6.537058762,6.306375313,6.313516062,5.896631873,6.172686116,6.133395495,6.477439262,6.65566734,6.207401264,5.839557838,5.903232216,6.142669502,6.07363938,6.241068739
b3411,3.790201577,4.004642896,3.952604576,3.581139658,3.481419098,3.500653061,3.806718148,3.513009112,3.389590043,3.392757466,3.51491118,3.552770637,3.594213051,3.424035955,3.479063748,3.205855706,3.628338865,3.349299063,4.053157424,3.384681311,3.249400416,3.341320347,3.158805323
b3412,5.207927516,5.251560386,4.998165237,4.770981735,4.712943382,4.577427025,4.883917501,4.450350328,5.072318694,4.720118952,4.377226338,4.558824741,4.833315559,4.677345583,5.066670258,4.562410142,4.683380809,4.514119681,4.945166567,4.349194157,4.655269075,4.476635645,4.475624977
b3413,6.71798391,6.604164628,6.727445648,5.982151756,5.860760653,5.91125008,6.190552993,6.175322803,6.247202422,5.955644056,5.905187701,6.089156736,6.294955387,5.799425806,6.112791445,5.744094601,5.745212805,6.024274841,6.079857717,6.069255465,5.965005375,6.048318029,6.052145457
b3414,9.084195522,9.096807193,9.169429156,9.072393808,9.137993903,9.080040472,9.17372509,8.85612235,9.467545201,8.911634682,8.584925536,9.261532058,9.309075616,9.167902013,9.472910494,9.061399056,8.460098137,9.144140569,9.189484808,9.244321234,9.212952764,8.907981694,9.469987404
